serial,model_name,os,popularity,best_price,lowest_price,highest_price,sellers_amount,screen_size,memory_size,battery_size,release_date
1152,iPhone 12 Pro Max 128GB Dual Sim Graphite (MGC03),3,1046,37574,35941,46999,38,6.7,128,3687,Nov-20
1153,iPhone 12 Pro Max 128GB Graphite (MGD73),3,1216,37455,33692,46999,115,6.7,128,3687,Oct-20
1154,iPhone 12 Pro Max 256GB Dual Sim Pacific Blue (MGC73),3,997,41729,39620,50999,30,6.7,256,3687,Nov-20
1155,iPhone 12 Pro Max 256GB Pacific Blue (MGDF3),3,1203,40910,37216,50499,120,6.7,256,3687,Oct-20
1156,iPhone 12 Pro Max 512GB Dual Sim Pacific Blue (MGCE3),3,872,49242,45120,64999,33,6.7,512,3687,Nov-20
1157,iPhone 12 Pro Max 512GB Pacific Blue (MGDL3),3,1103,46325,43396,57999,92,6.7,512,3687,Oct-20
1158,iPhone 12 mini 128GB Black (MGE33),3,1183,25687,23293,31499,111,5.4,128,2227,Oct-20
1159,iPhone 12 mini 256GB Black (MGE93),3,995,31369,28599,35499,81,5.4,256,2227,Oct-20
1160,iPhone 12 mini 64GB Black (MGDX3),3,1195,23939,21150,31672,112,5.4,64,2227,Oct-20
1161,iPhone 5C 32GB (White),3,8,3000,,,1,4,32,1510,Sep-13
1162,iPhone 5C 8GB (White),3,633,2445,,,1,4,8,1510,Apr-14
1163,iPhone 5S 16GB Space Gray (ME432),3,780,4691,3499,5827,6,4,16,1570,Sep-13
1164,iPhone 5S 32GB (Space Gray),3,524,3704,3699,3713,3,4,32,1570,Sep-13
1165,iPhone 6 128GB (Gold),3,32,5250,,,1,4.7,128,1810,Sep-14
1166,iPhone 6 16GB Space Gray (MG472),3,589,4266,4230,4290,3,4.7,16,1810,Sep-14
1167,iPhone 6 32GB Space Grey (MQ3D2),3,644,6988,4550,8137,5,4.7,32,1810,Mar-17
1168,iPhone 6 64GB Space Gray (MG4F2),3,716,4623,4500,4794,4,4.7,64,1810,Sep-14
1169,iPhone 6 Plus 128GB (Space Gray),3,940,6400,,,1,5.5,128,2915,Sep-14
1170,iPhone 6 Plus 16GB (Silver),3,313,5242,5239,5248,3,5.5,16,2915,Sep-14
1171,iPhone 6 Plus 64GB Space Gray (MGAH2),3,341,5889,5889,5890,2,5.5,64,2915,Sep-14
1172,iPhone 6s 128GB Space Gray (MKQT2),3,402,6876,6319,7990,3,4.7,128,1715,Sep-15
1173,iPhone 6s 128GB Space Gray (MKQT2),3,412,6876,6319,7990,3,4.7,128,1715,Sep-15
1174,iPhone 6s 16GB Space Gray (MKQJ2),3,640,5181,4899,5990,4,4.7,16,1715,Sep-15
1175,iPhone 6s 32GB Space Gray (MN0W2),3,922,5917,4394,9824,7,4.7,32,1715,Sep-16
1176,iPhone 6s 64GB Space Gray (MKQN2),3,687,9057,5699,10992,9,4.7,64,1715,Sep-15
1177,iPhone 6s Plus 16GB Space Gray (MKU12),3,489,6500,,,1,5.5,16,2915,Sep-15
1178,iPhone 6s Plus 32GB Space Gray (MN2V2),3,683,9422,6900,10406,8,5.5,32,2915,Sep-16
1179,iPhone 6s Plus 64GB Space Gray (MKU62),3,754,7074,6800,7499,4,5.5,64,2915,Sep-15
1180,iPhone 7 128GB Jet Black (MN962),3,1121,11829,6193,16327,21,4.7,128,1960,Sep-16
1181,iPhone 7 256GB Black (MN972),3,351,12446,8000,18016,10,4.7,256,1960,Sep-16
1182,iPhone 7 256GB Black (MN972),3,369,12446,8000,18016,10,4.7,256,1960,Sep-16
1183,iPhone 7 32GB Black (MN8X2),3,1169,9571,5987,12949,37,4.7,32,1960,Sep-16
1184,iPhone 7 Plus 128GB Black (MN4M2),3,1110,14468,8699,19705,42,5.5,128,2900,Sep-16
1185,iPhone 7 Plus 256GB Rose Gold (MN502),3,885,16392,7447,22520,12,5.5,256,2900,Sep-16
1186,iPhone 7 Plus 32GB Black (MNQM2),3,1032,12412,8100,17735,31,5.5,32,2900,Sep-16
1187,iPhone 7 Plus 32GB Black (MNQM2),3,1033,12412,8100,17735,31,5.5,32,2900,Sep-16
1188,iPhone 8 128GB Gold (MX182),3,678,13575,12099,17453,40,4.7,128,2691,Oct-19
1189,iPhone 8 256GB Space Gray (MQ7F2),3,834,14817,8505,19987,31,4.7,256,2691,Sep-17
1190,iPhone 8 64GB Space Gray (MQ6G2),3,1162,11745,7343,15060,48,4.7,64,2691,Sep-17
1191,iPhone 8 Plus 128GB Gold (MX262),3,741,18509,14000,22690,30,5.5,128,2691,Oct-19
1192,iPhone 8 Plus 256GB Space Gray (MQ8G2),3,911,19043,12729,23928,40,5.5,256,2691,Sep-17
1193,iPhone 8 Plus 64GB Space Gray (MQ8L2),3,1108,15605,10064,20550,46,5.5,64,2691,Sep-17
1194,iPhone SE 128GB Space Grey (MP862),3,774,10260,6100,12645,3,4,128,1624,Mar-17
1195,iPhone SE 16GB Space Gray (MLLN2),3,853,6240,4200,7524,3,4,16,1624,Mar-16
1196,iPhone SE 2020 128GB Black (MXD02/MXCW2),3,1112,15533,13899,17569,97,4.7,128,1828,Apr-20
1197,iPhone SE 2020 128GB Slim Box Black (MHGT3),3,755,15937,14200,18999,29,4.7,128,1828,Nov-20
1198,iPhone SE 2020 256GB Black (MXVT2/MXVP2),3,977,17076,15087,20499,67,4.7,256,1828,Apr-20
1199,iPhone SE 2020 256GB Slim Box White (MHGX3),3,450,16104,15220,18003,15,4.7,256,1828,Nov-20
1200,iPhone SE 2020 64GB Black (MX9R2/MX9N2),3,1208,13806,10299,16037,105,4.7,64,1828,Apr-20
1201,iPhone SE 2020 64GB Slim Box Black (MHGP3),3,858,14142,12224,16999,27,4.7,64,1828,Nov-20
1202,iPhone SE 32GB Space Grey (MP822),3,887,7991,4949,9941,11,4,32,1624,Mar-17
1203,iPhone SE 64GB Space Gray (MLM62),3,770,7328,5190,10959,3,4,64,1624,Mar-16
1204,iPhone SE 64GB Space Gray (MLM62),3,768,7328,5190,10959,3,4,64,1624,Mar-16
1205,iPhone X 256GB Silver (MQAG2),3,1186,18713,9835,23113,43,5.8,256,2716,Sep-17
1206,iPhone X 64GB Space Gray (MQAC2),3,1212,14185,11000,21113,25,5.8,64,2716,Sep-17
1207,iPhone XR 128GB Black (MRY92),3,1166,19050,13580,22520,102,6.1,128,2942,Sep-18
1208,iPhone XR 128GB Slim Box Black (MH7L3),3,729,19810,17680,22999,27,6.1,128,2942,Nov-20
1209,iPhone XR 256GB Black (MRYJ2),3,852,21688,15281,28489,41,6.1,256,2942,Sep-18
1210,iPhone XR 64GB Black (MRY42),3,1218,16938,12049,19870,125,6.1,64,2942,Sep-18
1211,iPhone XR 64GB Slim Box Black (MH6M3),3,843,17977,16046,20999,24,6.1,64,2942,Nov-20
1212,iPhone XR Dual Sim 128GB Black (MT192),3,765,22520,18399,24855,15,6.1,128,2942,Nov-18
1213,iPhone XR Dual Sim 64GB Black (MT122),3,695,20143,16862,22849,26,6.1,64,2942,Nov-18
1214,iPhone XS 256GB Gold (MT9K2),3,1126,21463,15281,25617,68,5.8,256,2568,Sep-18
1215,iPhone XS 512GB Silver (MT9M2),3,803,22842,17832,27500,62,5.8,512,2568,Sep-18
1216,iPhone XS 64GB Space Gray (MT9E2),3,1187,19790,12505,23928,53,5.8,64,2568,Sep-18
1217,iPhone XS Max 256GB Gold (MT552),3,1128,24184,18399,30600,37,6.5,256,3174,Sep-18
1218,iPhone XS Max 512GB Space Gray (MT622),3,842,27190,21150,30200,47,6.5,512,3174,Sep-18
1219,iPhone XS Max 64GB Gold (MT522),3,1101,22685,16018,27900,61,6.5,64,3174,Sep-18
1220,iPhone XS Max Dual Sim 64GB Gold (MT732),3,530,24600,21939,33720,28,6.5,64,3174,Sep-18
1221,nova 5T 6/128GB Black (51094MEU),0,1174,8804,7999,9999,18,6.26,128,3750,Nov-19
1222,nubia Red Magic 5G 8/128GB Black,0,752,18755,18500,19010,2,6.65,128,4500,Oct-20
1223,x-style 35 Screen,7,952,907,785,944,75,3.5,0,1750,Jan-20
