serial,model_name,os,popularity,best_price,lowest_price,highest_price,sellers_amount,screen_size,memory_size,battery_size,release_date
572,M10 3/32GB Black,0,890,3325,2899,3705,33,6.5,32,4000,Oct-19
573,M10 3/32GB Blue,0,119,3608,3325,3899,13,6.5,32,4000,Oct-19
574,M2 Gold,7,380,1491,1192,1767,11,2.4,0,1970,Sep-19
575,M3 Black,7,387,1484,1189,1881,4,2.4,0,1970,Dec-19
576,M5 Black,0,668,2840,2798,2907,4,2.8,8,2500,Mar-20
577,M6 Note 3/16GB Black,0,651,3281,3199,3363,2,5.5,16,4000,Nov-17
578,M6T 2/16GB Black,0,345,2765,2699,2899,3,5.7,16,3300,Jul-18
579,M6T 3/32GB Blue,0,305,2999,,,2,5.7,32,3300,Jul-18
580,M6s 3/64GB Gold,7,144,4200,,,1,5.7,64,3000,Jan-18
581,M8 4/64GB Black,0,786,3855,3549,4739,5,5.7,64,3100,Nov-18
582,M8 4/64GB Blue,0,482,3726,3549,4059,9,5.7,64,3100,Feb-19
583,MIX 2 6/64GB Black,0,169,3682,3636,3733,3,6,64,4060,Jan-18
584,MM111,7,453,563,526,688,11,1.4,0.032,460,Dec-20
585,MM111,7,458,563,526,688,11,1.4,0.032,460,Dec-20
586,MM135 Black-Blue,7,48,335,289,398,16,1.77,0,600,Aug-19
587,MM142 Black,7,394,394,355,425,17,2.4,0,1400,Aug-19
588,MM236 Black-Silver,7,283,666,553,799,21,2.8,0,950,May-18
589,MM320 Black,7,242,921,843,999,2,3.2,0,1000,Jun-20
590,MM320 Black,7,239,921,843,999,2,3.2,0,1000,Jun-20
591,MM426 Black,7,747,528,501,560,8,1.77,0.032,600,Feb-20
592,MM471 White,7,338,774,757,795,6,2.2,0,1400,Aug-20
593,MM720 Black,7,521,720,622,775,10,2.2,0,800,May-18
594,MM817 Black,7,414,747,699,795,13,2.4,0,800,Jun-20
595,MM817 Black,7,404,747,699,795,13,2.4,0,800,Jun-20
596,Mate 10 6/128GB Gold,0,206,13733,,,1,5.9,128,4000,May-18
597,Mate 10 6/256GB Porsche Design,0,606,14257,13255,15675,4,6,256,4000,Mar-18
598,Mate 20 DS 6/64GB Black,0,566,13612,13255,13969,2,6.53,64,4000,Jan-19
599,Mate RS Porsche Design 6/256GB Black,0,785,13782,13499,13999,3,6,256,4000,Dec-20
600,Mate Xs 8/512GB Interstellar blue (51095CSQ),0,740,56082,49999,69999,6,5,512,4500,Jul-20
601,Mi 10 Lite 6/128GB Cosmic Grey,0,926,11104,8649,13083,9,6.57,128,4160,Jun-20
602,Mi 10 Lite 6/64GB Cosmic Grey,0,1087,12456,,,1,6.57,64,4160,Jun-20
603,Mi 10 Lite 8/256GB Dream White,0,836,12055,11898,12498,6,6.57,256,4160,Jun-20
604,Mi 10 Pro 8/256GB Gray,0,1026,27999,,,1,6.67,256,4500,May-20
605,Mi 10T 6/128GB Cosmic Black,0,1154,12778,12077,14728,49,6.67,128,5000,Oct-20
606,Mi 10T 8/128GB Cosmic Black,0,1191,13236,12399,14538,47,6.67,128,5000,Oct-20
607,Mi 10T Lite 6/128GB Pearl Gray,0,1133,9502,8999,10089,26,6.67,128,4820,Oct-20
608,Mi 10T Lite 6/64GB Pearl Gray,0,1037,9039,8699,9299,5,6.67,64,4820,Oct-20
609,Mi 10T Pro 8/128GB Cosmic Black,0,1152,15767,14999,16720,17,6.67,128,5000,Oct-20
610,Mi 10T Pro 8/256GB Cosmic Black,0,1168,16756,15999,17538,12,6.67,256,5000,Oct-20
611,Mi Max 2 4/64GB Black,0,393,3989,,,1,6.44,64,5300,Jun-17
612,Mi Note 10 Lite 6/64GB Purple,0,558,8999,,,1,6.47,64,5260,May-20
613,Mi5 3/32GB Gold,0,511,4098,,,1,5.15,32,3000,Feb-16
614,Mix 2 M2 4/64GB Black,0,801,2786,2644,2934,4,6,64,4200,Aug-19
615,Mix 2 M2 4/64GB Blue,0,559,2865,2469,3089,4,6,64,4200,Oct-18
617,Moto C Plus XT1723 16GB Gold (PA800126UA),0,75,2999,,,1,5,16,4000,Jul-17
618,Moto E4 (XT1762) Metallic Iron Gray (PA750058UA),0,153,2590,,,1,5,16,2800,Jun-17
619,Moto E5 Plus XT1924-1 DualSim Black (PABA0014UA),0,183,4090,,,1,6,32,5000,Aug-18
620,Moto E5 XT1944 16GB black,0,203,2590,,,1,5.7,16,4000,Aug-18
621,Moto G5 2/16GB Gold (PA610071UA),0,441,2243,,,7,5,16,2800,Mar-17
622,Moto G5s (XT1794) Lunar Gray (PA7W0024UA),0,431,3569,3549,3590,2,5.2,32,3000,Aug-17
623,Moto G5s (XT1794) Lunar Gray (PA7W0024UA),0,434,3569,3549,3590,2,5.2,32,3000,Aug-17
624,Moto G5s XT1799 4/64GB Black (PA930008CN),0,554,3569,3549,3590,2,5.2,64,3000,May-19
625,Moto G5s XT1799 4/64GB Black (PA930008CN),0,549,3569,3549,3590,2,5.2,64,3000,May-19
626,Moto G6 Play XT1922-5 Dual Sim 32GB Indigo Blue,0,147,3590,,,1,5.7,32,4000,Jun-18
627,Moto G6 Plus XT1926 Dual Sim 64GB Indigo Blue,0,385,6545,5490,7600,2,5.9,64,3200,Jun-18
628,Moto G7 Play XT1952-2 Dual Sim 2/32GB Deep Indigo,0,487,3494,3199,3790,2,5.7,32,3000,May-19
629,Moto G7 Power XT1955-4 4/64GB Ceramic Black,0,189,5790,,,1,6.2,64,5000,Aug-19
630,Moto G7 Power XT1955-4 4/64GB Ceramic Black,0,236,5790,,,1,6.2,64,5000,Aug-19
631,Moto G8 4/64GB Blue (PAHL0004RS),0,722,5084,4499,5415,10,6.4,64,4000,Aug-20
632,Moto G8 4/64GB Blue (PAHL0004RS),0,720,5084,4499,5415,10,6.4,64,4000,Aug-20
633,Moto G8 4/64GB White (PAHL0010RS),0,528,5105,4399,5415,9,6.4,64,4000,Aug-20
634,Moto G8 4/64GB White (PAHL0010RS),0,539,5105,4399,5415,9,6.4,64,4000,Aug-20
635,Moto G8 Plus XT2019-1 4/64GB Dual Sim Cosmic Blue (PAGE0015RS),0,1041,5573,5299,5799,12,6.3,64,4000,Nov-19
636,Moto G9 Power 4/128GB Gray (PALR0020RS),0,1149,5432,5299,5499,3,6.4,128,5000,Oct-20
637,Moto M Grey (PA5D0075UA),0,47,3490,,,1,5.5,32,3050,Mar-17
638,Moto X (2nd. Gen) (Black) 16GB,0,7,3490,,,1,5.2,16,2300,Sep-14
639,Moto X Force (Black),0,638,5294,4999,5590,2,5.4,32,3760,Apr-16
640,Moto X4 3/32GB Black (PA8X0004UA),0,170,5790,,,1,5.2,32,3000,Nov-17
641,Moto Z 32GB Black (SM4389AE7U1),0,174,4990,,,1,5.5,32,2600,Sep-16
642,Moto Z 32GB Black (SM4389AE7U1),0,210,4990,,,1,5.5,32,2600,Sep-16
643,Moto Z 32GB Black (SM4389AE7U1),0,223,4990,,,1,5.5,32,2600,Sep-16
644,Moto Z 32GB White/Gold (SM4389AD1U1),0,196,3796,3399,4990,4,5.5,32,2600,Sep-16
645,Moto Z2 Force 6/64GB Black (PA900007UA),0,808,7094,6999,7190,2,5.5,64,2730,Nov-17
646,Moto Z2 Force SS 4/64GB Fine Gold,0,703,5999,,,1,5.5,64,2730,Dec-20
647,Moto Z2 Play Fine Gold (SM4482AJ1K7),0,46,5244,4999,5490,2,5.5,64,3000,Jul-17
648,Moto Z2 Play Lunar Grey (SM4482AC3K7),0,322,5244,4999,5490,2,5.5,64,3000,Jul-17
649,Moto Z3 Play 4/64GB Deep Indgo,0,374,6590,6190,6990,2,6.01,64,3000,Jul-18
650,Moto Z4 4/128GB Flash Gray,0,503,11690,11490,11890,2,6.4,128,3600,Jul-19
651,Moto Z4 4/128GB Flash Gray,0,508,11690,11490,11890,2,6.4,128,3600,Jul-19
652,N1-550 Cruiser Dual Sim Black,0,35,2599,,,1,5.5,16,4500,Nov-18
653,N1-550 Cruiser Dual Sim Black,0,85,2599,,,1,5.5,16,4500,Nov-18
654,N10 3/32GB Purple,0,614,2299,,,1,5.84,32,3360,Nov-19
655,N20 4/64GB Black,0,875,2989,2835,3306,10,6.3,64,4350,Oct-19
656,N20 Pro 6/128GB Green,0,959,4722,3799,5299,24,6.3,128,4400,Sep-20
657,N30 4/128GB Dreamy Blue,0,672,3519,3244,3870,8,6.55,128,4500,Nov-20
658,N30 4/128GB Dreamy Blue,0,675,3519,3244,3870,8,6.55,128,4500,Nov-20
659,N920C Galaxy Note 5 32GB (Gold Platinum),0,31,5494,,,1,5.7,32,3000,Oct-15
660,Neon A1,7,463,652,600,705,2,1.77,0.032,800,Jul-17
661,Neon A1,7,456,652,600,705,2,1.77,0.032,800,Jul-17
662,Nexus 6 32GB (Cloud White),0,340,3895,,,1,5.3,32,3220,Jan-15
663,Nord 12/256GB Gray Onyx,0,1096,12985,12670,13999,25,6.44,256,4115,Jul-20
664,Nord 8/128GB Gray Onyx,0,1109,12069,11149,13479,19,6.44,128,4115,Jul-20
665,Nord N10 5G 6/128GB Midnight Ice,0,1194,9795,7900,46617,28,6.49,128,4300,Dec-20
666,Nord N100 4/64GB Midnight Frost,0,965,6112,5825,6999,28,6.52,64,5000,Nov-20
667,Note 20 Pro 6/128GB Black,0,962,3491,3349,3719,4,6.5,128,4200,Oct-20
668,Note 20 Pro 8/128GB Black,0,576,4494,,,1,6.5,128,4200,Jan-21
669,Note 7P 3/32GB Twilight,0,28,2999,2749,3358,17,6.1,32,3500,Aug-19
670,Note 7P 3/32GB Twilight,0,22,2999,2749,3358,17,6.1,32,3500,Aug-19
671,Note 8P 2/16GB Black,0,312,2125,1860,2369,33,5.5,16,2700,Jul-20
672,Note 8P 2/16GB Midnight Green,0,211,2148,1877,2369,23,5.5,16,2700,Jul-20
673,Note 8P 2/16GB Midnight Green,0,175,2148,1877,2369,23,5.5,16,2700,Jul-20
674,Note 9 4/64GB Black,0,1167,4430,4069,5372,34,6.2,64,4000,May-19
675,Nova 4 8/128GB Black,0,81,9372,9172,9572,3,6.4,128,3750,Mar-19
676,Nubia Z17 8/64GB Black,0,220,8619,,,1,5.5,64,3200,Jan-18
677,Nubia Z17 8/64GB Black,0,187,8619,,,1,5.5,64,3200,Jan-18
678,One Action 4/128GB XT2013-2 Blue,0,839,4697,,,1,6.34,128,3500,Aug-19
679,One Action 4/128GB XT2013-2 White,0,855,4697,,,1,6.34,128,3500,Aug-19
680,One Fusion 4/64GB Deep Sapphire Blue,0,481,7190,,,1,6.5,64,5000,Sep-20
681,One Fusion+ 6/128GB Blue (PAJW0006RS),0,1148,7071,6999,7499,15,6.5,128,5000,Sep-20
682,One Hyper XT2027-1 4/128GB Deep Sea Blue,0,531,8261,7999,8590,3,6.5,128,4000,Mar-20
683,One Macro XT2016-1 4/64GB Blue,0,135,4550,,,1,6.2,64,4000,May-20
684,One Power XT1942-1 4/64GB Dual Sim Black,0,512,5290,,,1,6.2,64,5000,Mar-19
685,One Vision 4/128GB Bronze,0,382,7590,,,1,6.3,128,3500,Jun-19
686,One Vision 4/128GB Sapphire Blue,0,881,6643,5697,7590,2,6.3,128,3500,Jun-19
687,One XT1941-4 4/64GB Dual Sim Black,0,480,4490,,,1,5.9,64,3000,Dec-18
688,One Zoom 4/128GB Grey,0,759,9790,,,1,6.4,128,4000,Oct-19
689,One Zoom 4/128GB Purple,0,569,9790,,,1,6.4,128,4000,Jul-20
690,P Smart 2020 4/128GB Emerald Green,0,641,4681,4507,5055,18,6.21,128,3400,Sep-20
691,P Smart Pro 6/128GB Midnight Black (51094UVB),0,994,7199,6999,7399,4,6.59,128,4000,Nov-19
692,P Smart S 4/128GB Breathing Crystal (51095HVM),0,914,5802,5199,7077,23,6.3,128,4000,Jul-20
693,P smart 2019 3/64GB Black (51093FSW),0,825,4262,3845,4990,11,6.21,64,3400,Dec-18
694,P smart 2021 4/128GB Midnight Black (51096ABV),0,1038,5311,4787,6499,39,6.67,128,5000,Oct-20
695,P smart Z 4/64GB Emerald Green (51093WVK),0,1076,4989,4299,5499,18,6.59,64,4000,Jul-19
696,P smart+ 4/64GB Black (51092TFB),0,500,5380,,,1,6.3,64,3340,Aug-18
697,P30 4/64GB Black,0,495,3320,3069,3586,11,6.3,64,4000,Jun-20
698,P30 6/128GB Black (51093NDK),0,993,15464,14801,19999,17,6.1,128,3650,Mar-19
699,P30 8/128GB Black,0,711,14906,,,1,6.1,128,3650,May-19
700,P30 Lite 4/128GB Breathing Crystal,0,856,5821,5649,6095,3,6.15,128,3340,Sep-20
701,P30 Lite 6/256GB Peacock Blue,0,1000,6257,5932,6897,17,6.15,256,3340,Jul-20
702,P30 Pro 6/128GB Black (51093TFT),0,1056,16997,15650,18717,14,6.47,128,4200,Mar-19
703,P30 Pro 8/128GB Aurora,0,1079,16798,16199,17999,19,6.47,128,4200,Mar-19
704,P30 Pro 8/256GB Black (51093NFN),0,1089,15560,,,1,6.47,256,4200,Mar-19
705,P30 Pro NEW EDITION 8/256GB Silver Frost,0,1057,18484,17870,19599,18,6.47,256,4200,Jul-20
706,P40 8/128GB Black (51095EHY),0,1064,17155,14150,22999,18,6.1,128,3800,Mar-20
707,P40 Pro 8/256GB Silver Frost (51095CAL),0,1075,23465,22130,24999,9,6.58,256,4200,Mar-20
708,P40 Pro+ 8/512GB Black Ceramic,1,417,31656,30981,33089,10,6.58,512,4200,Oct-20
709,P40 Pro+ 8/512GB Black Ceramic,1,407,31656,30981,33089,10,6.58,512,4200,Oct-20
710,P40 lite 6/128GB Crush Green (51095CJX),0,1061,6789,5998,7999,43,6.4,128,4000,Mar-20
711,P40 lite E 4/64GB Midnight Black (51095DCE),0,1134,4243,3760,5999,54,6.39,64,4000,Mar-20
712,P600 Black,0,301,1699,,,1,5.5,16,4000,Jan-19
713,P600 Gold,0,326,1699,,,1,5.5,16,4000,Jan-19
714,P760 Black,0,391,1799,,,1,5.5,16,4000,Mar-19
715,P8 Prestige Gold,0,241,3487,,,1,5.2,16,2680,Sep-15
716,P8 Prestige Gold,0,238,3487,,,1,5.2,16,2680,Sep-15
717,POP 2F B1F 1/16GB Midnight Black (4895180746659),0,794,1631,1479,1699,25,5.5,16,2400,Sep-19
718,POP 3 BB2 1/16GB DS Sandstone Black (4895180751288),0,468,1810,1629,1979,39,5.7,16,3500,Jul-20
719,POP 4 BC2 2/32GB DS Ice Lake Green (4895180759420),0,864,2236,2069,2299,11,6,32,5000,Aug-20
720,Pixel 128GB (Quite Black),0,520,6838,5199,9700,4,5,128,2770,Oct-16
721,Pixel 2 128GB Just Black,0,718,13014,6611,18186,9,5,128,2700,Oct-17
722,Pixel 2 64GB Just Black,0,895,6667,5386,8490,9,5,64,2700,Oct-17
723,Pixel 2 XL 64GB Just Black,0,1050,12909,5999,17421,8,6,64,3520,Oct-17
724,Pixel 3 4/128GB Just Black,0,713,13500,,,1,5.5,128,2915,Oct-18
725,Pixel 3 4/64GB Just Black,0,1077,10274,9499,11499,14,5.5,64,2915,Oct-18
726,Pixel 3 XL 4/64GB Just Black,0,1082,11238,8399,12999,29,6.3,64,3430,Oct-18
727,Pixel 32GB (Quite Black),0,588,4729,4699,4760,2,5,32,2770,Oct-16
728,Pixel 3a 4/64GB Just Black,0,867,10071,7900,11199,26,5.6,64,3000,May-19
729,Pixel 3a XL 4/64GB Just Black,0,510,11774,9577,12999,9,6,64,3700,May-19
730,Pixel 4 6/64GB Just Black,0,1065,17187,15944,19409,21,5.7,64,2800,Oct-19
731,Pixel 4 XL 6/128GB Just Black,0,734,25548,24763,26999,6,6.3,128,3700,Oct-19
732,Pixel 4 XL 6/64GB Oh So Orange,0,1019,19369,16600,22999,4,6.3,64,3700,Oct-19
733,Pixel 4a 5G 6/128GB Just Black,0,1202,15706,14899,17718,33,6.24,128,3885,Oct-20
734,Pixel 4a 6/128GB Just Black,0,1223,12106,11740,12999,37,5.81,128,3140,Aug-20
735,Pixel 5 8/128GB Just Black,0,1165,21879,21150,24999,36,6,128,4080,Oct-20
736,Pixel XL 128GB (Quite Black),0,452,5899,,,1,5.5,128,3450,Oct-16
737,Pixel XL 128GB (Quite Black),0,462,5899,,,1,5.5,128,3450,Oct-16
738,Poco F2 Pro 6/128GB Electric Purple,0,1150,12999,,,1,6.67,128,4700,May-20
739,Poco M3 4/128GB Black,0,1116,5372,4933,6005,41,6.53,128,6000,Nov-20
740,Poco M3 4/64GB Black,0,1217,4708,4270,5345,34,6.53,64,6000,Nov-20
741,Poco X3 NFC 6/128GB Cobalt Blue,0,1222,7152,6836,7999,59,6.67,128,5160,Sep-20
742,Poco X3 NFC 6/64GB Cobalt Blue,0,1211,6488,6169,7499,57,6.67,64,5160,Sep-20
743,Pocophone F1 6/128GB Blue,0,946,7231,6930,7999,16,6.18,128,4000,Aug-18
744,Pop 4 Pro BC3 1/16GB Cosmic Shine,0,639,2314,1999,2419,18,6.52,16,5000,Nov-20
745,Power 6 4/64GB Black,0,572,4204,3519,4520,23,6.3,64,6350,Sep-19
746,Power 6 4/64GB Blue,0,171,4335,4118,4780,12,6.3,64,6350,Sep-19
747,Power 6 4/64GB Red,0,416,4211,3999,4520,16,6.3,64,6350,Oct-19
748,Power 6 4/64GB Red,0,406,4211,3999,4520,16,6.3,64,6350,Oct-19
749,Q 6/64GB Blue,0,244,5957,,,1,6.3,64,4035,Mar-20
750,Quest 4/64GB Black,0,13,4099,,,1,5.5,64,4000,Feb-20
751,R240 Dual Sim Black,7,655,877,720,1089,51,2.4,0.032,2000,Oct-17
752,RAZR 2019 XT200-1 Noir Black,0,827,22713,21550,24999,3,6.4,128,2510,Apr-20
753,RAZR 2019 XT2000-2 Noir Black,0,972,22760,21550,28572,19,6.2,128,2510,Oct-20
754,ROG Phone 3 Strix 12/128GB Black (90AI0031-M00010),0,973,18618,17970,19999,5,6.59,128,6000,Sep-20
755,ROG Phone 3 ZS661KS 12/128GB Black (90AI0032-M00180),0,1140,18993,17589,20634,7,6.59,128,6000,Sep-20
756,ROG Phone 3 ZS661KS 12/256GB Black,0,1002,21964,21377,22400,5,6.59,256,6000,Sep-20
757,ROG Phone 3 ZS661KS 12/512GB Black,0,1088,28384,27299,29999,11,6.59,512,6000,Sep-20
758,ROG Phone 8/512GB DualSim Black,0,112,17510,,,1,6,512,4000,Dec-18
759,ROG Phone 8/512GB DualSim Black,0,121,17510,,,1,6,512,4000,Dec-18
760,ROG Phone 8/512GB DualSim Black,0,162,17510,,,1,6,512,4000,Dec-18
761,Redmi 10x 4G 4/128GB Blue,0,1102,5133,4649,5600,10,6.53,128,5020,Jun-20
762,Redmi 10x 4G 6/128GB Blue,0,966,5761,5569,5999,7,6.53,128,5020,Jun-20
763,Redmi 4x 2/16GB Black,0,580,2358,2353,2363,2,5,16,4100,Mar-17
764,Redmi 4x 2/16GB Gold,0,597,2358,2353,2363,2,5,16,4100,Mar-17
765,Redmi 4x 4/64GB Black,0,1093,2826,2775,2850,4,5,64,4100,Aug-17
766,Redmi 4x 4/64GB Gold,0,850,2826,2775,2850,4,5,64,4100,Jul-17
767,Redmi 5 3/32GB Black,0,636,2950,,,1,5.7,32,3300,Dec-17
768,Redmi 5 3/32GB Gold,0,743,3882,2940,4427,4,5.7,32,3300,Dec-17
769,Redmi 5 Plus 4/64GB Black,0,608,3463,3458,3469,2,5.9,64,4000,Dec-17
770,Redmi 5 Plus 4/64GB Gold,0,859,4265,3458,5349,4,5.9,64,4000,Dec-17
771,Redmi 5A 2/16GB Gold,0,715,2420,2150,2560,2,5,16,3080,Oct-17
772,Redmi 5A 3/32GB Gold,0,141,2400,2350,2450,2,5,32,3080,Apr-18
773,Redmi 5A 3/32GB Gray,0,358,2749,2350,3449,3,5,32,3080,Apr-18
774,Redmi 5A 3/32GB Gray,0,366,2749,2350,3449,3,5,32,3080,Apr-18
775,Redmi 6 3/32GB Black,0,878,2794,2670,2877,5,5.45,32,3000,Jul-18
776,Redmi 6 3/32GB Gold,0,758,2794,2670,2877,5,5.45,32,3000,Jun-18
777,Redmi 6 3/64GB Black,0,667,3054,,,1,5.45,64,3000,Oct-18
778,Redmi 6 3/64GB Gold,0,343,3193,3054,3333,2,5.45,64,3000,Oct-18
779,Redmi 6 3/64GB Gold,0,362,3193,3054,3333,2,5.45,64,3000,Oct-18
780,Redmi 6 4/64GB Black,0,760,3480,2995,4654,5,5.45,64,3000,Aug-18
781,Redmi 6 Pro 3/32GB Black,0,657,3317,3233,3402,2,5.84,32,4000,Jul-18
782,Redmi 6 Pro 4/64GB Black,0,733,3627,3550,3675,3,5.84,64,4000,Jul-18
783,Redmi 7 4/64GB Blue,0,176,3671,3539,3785,4,6.26,64,4000,Mar-19
784,Redmi 7 4/64GB Blue,0,212,3671,3539,3785,4,6.26,64,4000,Mar-19
785,Redmi 7a 2/16GB Black,0,435,3248,,,1,5.45,16,4000,Jul-19
786,Redmi 7a 3/32GB Black,0,999,3468,3248,3762,6,5.45,32,4000,Jul-19
787,Redmi 8 3/32GB Black,0,1007,3559,3480,3599,3,6.22,32,5000,Oct-19
788,Redmi 8 4/64GB Blue,0,1188,3840,3449,4286,31,6.22,64,5000,Oct-19
789,Redmi 8A 3/32GB Black,0,866,3219,,,1,6.22,32,5000,Mar-20
790,Redmi 8A 4/64GB Black,0,1158,3503,3315,3950,28,6.22,64,5000,Apr-20
791,Redmi 9 3/32GB Grey NFC,0,1151,4047,3795,4854,69,6.53,32,5020,Jun-20
792,Redmi 9 3/32GB Purple no NFC,0,654,4099,3733,4840,11,6.53,32,5020,Nov-20
793,Redmi 9 4/128GB Blue (no NFC),0,367,4960,4690,5588,8,6.53,128,5020,Oct-20
794,Redmi 9 4/128GB Blue (no NFC),0,359,4960,4690,5588,8,6.53,128,5020,Oct-20
795,Redmi 9 4/128GB Green (no NFC),0,263,4822,4740,4929,3,6.53,128,5020,Oct-20
796,Redmi 9 4/128GB Green (no NFC),0,275,4822,4740,4929,3,6.53,128,5020,Oct-20
797,Redmi 9 4/128GB Grey (no NFC),0,615,4861,4638,5238,14,6.53,128,5020,Oct-20
798,Redmi 9 4/128GB Pink (no NFC),0,748,4846,4690,5029,14,6.53,128,5020,Oct-20
799,Redmi 9 4/64GB Grey NFC,0,1206,4492,4295,5254,47,6.53,64,5020,Jun-20
800,Redmi 9 4/64Gb Pink (no NFC),0,976,4316,4077,4745,8,6.53,64,5020,Nov-20
801,Redmi 9 6/128GB Grey (no NFC),0,1015,5179,4740,5663,13,6.53,128,5020,Oct-20
802,Redmi 9A 2/32GB Granite Gray,0,1142,3163,2898,4155,62,6.53,32,5000,Jul-20
803,Redmi 9C 2/32GB Midnight Gray,0,934,3490,3293,4302,36,6.53,32,5000,Aug-20
804,Redmi 9C 3/64GB Midnight Gray,0,1123,3778,3697,4499,10,6.53,64,5000,Aug-20
805,Redmi 9C NFC 2/32GB Midnight Gray,0,863,3484,3199,3809,29,6.53,32,5000,Aug-20
806,Redmi 9C NFC 3/64GB Midnight Gray,0,796,4256,3599,4920,3,6.53,64,5000,Aug-20
807,Redmi 9T 4/128GB Twilight Blue,0,1107,6064,5847,6600,10,6.53,128,6000,Jan-21
808,Redmi 9T 4/64GB Sunrise Orange,0,544,5495,,,2,6.53,64,6000,Jan-21
809,Redmi K30 6/128GB Purple,0,582,8000,7850,8200,3,6.67,128,4500,May-20
810,Redmi K30 8/128GB Purple,0,1138,7725,7350,8499,16,6.67,128,4500,May-20
811,Redmi K30 8/256GB Red,0,699,8577,8220,9214,7,6.67,256,4500,May-20
812,Redmi K30 Pro 6/128GB White,0,963,14108,,,1,6.67,128,4700,May-20
813,Redmi Note 4 3/32GB (Gray),0,669,2819,,,1,5.5,32,4100,Nov-16
814,Redmi Note 4 3/64GB (Gold),0,255,2931,,,1,5.5,64,4100,Sep-16
815,Redmi Note 4 3/64GB (Gold),0,267,2931,,,1,5.5,64,4100,Sep-16
816,Redmi Note 4x 3/32GB Black,0,945,2675,2560,2789,4,5.5,32,4100,Feb-17
817,Redmi Note 4x 4/64GB Black,0,1127,2809,2730,2889,2,5.5,64,4100,May-17
818,Redmi Note 4x 4/64GB Gold,0,781,2809,2730,2889,2,5.5,64,4100,May-17
819,Redmi Note 5 3/32GB Black,0,937,3320,3316,3325,2,5.9,32,4000,May-18
820,Redmi Note 5 3/32GB Gold,0,717,3671,3260,4779,4,5.9,32,4000,May-18
821,Redmi Note 5 3/32GB Rose Gold,0,347,3595,3377,3814,4,5.9,32,4000,May-18
822,Redmi Note 5 4/64GB Gold,0,1120,3451,2999,3639,5,5.99,64,4000,May-18
823,Redmi Note 6 Pro 3/32GB Blue,0,514,3599,,,1,6.26,32,4000,Oct-18
824,Redmi Note 6 Pro 4/64GB Blue,0,420,5010,4873,5147,2,6.26,64,4000,Oct-18
825,Redmi Note 6 Pro 4/64GB Rose Gold,0,392,5010,4873,5147,2,6.26,64,4000,Oct-18
826,Redmi Note 7 4/64GB Black,0,1068,4323,4250,4459,3,6.3,64,4000,Jan-19
827,Redmi Note 8 3/32GB Blue,0,971,4304,4299,4309,2,6.3,32,4000,Nov-19
828,Redmi Note 8 4/128GB Black,0,912,5261,4999,5701,8,6.3,128,4000,Oct-19
829,Redmi Note 8 4/64GB Blue,0,1171,4888,4499,5275,11,6.3,64,4000,Sep-19
830,Redmi Note 8 6/128GB Blue,0,967,5514,5260,5990,7,6.3,128,4000,Sep-19
831,Redmi Note 8 6/64GB White,0,771,5164,4999,5329,2,6.3,64,4000,Aug-20
832,Redmi Note 8 Pro 6/128GB Green,0,1125,6811,6435,7264,31,6.53,128,4500,Sep-19
833,Redmi Note 8 Pro 6/64GB Green,0,1193,6164,5699,6600,39,6.53,64,4500,Sep-19
834,Redmi Note 8 Pro 8/128GB White,0,891,6630,,,1,6.53,128,4500,May-20
835,Redmi Note 8T 3/32GB Grey,0,607,6600,,,1,6.3,32,4000,Nov-19
836,Redmi Note 8T 4/64GB Grey,0,1141,4899,,,1,6.3,64,4000,Nov-19
837,Redmi Note 9 3/64GB Grey (no NFC),0,465,4834,4773,4895,2,6.53,64,5020,Jul-20
838,Redmi Note 9 3/64GB Grey NFC,0,1170,5085,4649,6099,45,6.53,64,5020,May-20
839,Redmi Note 9 4/128GB Grey NFC,0,1200,5648,5399,6353,49,6.53,128,5020,May-20
840,Redmi Note 9 4/128GB White (no NFC),0,646,5210,5104,5489,5,6.53,128,5020,Jul-20
841,Redmi Note 9 Pro 4/64GB Interstellar Grey,0,757,7014,6999,7030,2,6.67,64,5020,Nov-20
842,Redmi Note 9 Pro 6/128GB Grey,0,1219,7427,7025,7999,99,6.67,128,5020,May-20
843,Redmi Note 9 Pro 6/64GB Green,0,1201,6820,6395,7204,102,6.67,64,5020,May-20
844,Redmi Note 9S 4/64GB Grey,0,1196,5754,5295,6555,30,6.67,64,5020,Apr-20
845,Redmi Note 9S 6/128GB Grey,0,1137,6576,6232,7239,16,6.67,128,5020,Apr-20
846,Redmi Note 9T 4/128GB Nightfall Black,0,763,8442,7780,8999,6,6.53,128,5000,Jan-21
847,Redmi Note 9T 4/64GB Daybreak Purple,0,958,7682,6999,8499,10,6.53,64,5000,Jan-21
848,Reno 4 Lite 8/128GB Magic Blue,0,991,10221,8668,12760,57,6.43,128,4025,Sep-20
849,Reno 4 Pro 8/256GB Starry Night,0,1020,15361,13399,18478,54,6.5,256,4000,Sep-20
850,Reno 6/256GB Ocean Green,0,751,10341,9929,10699,11,6.4,256,3765,Apr-20
851,Reno2 8/256GB Ocean Blue,0,1060,12535,12020,13036,20,6.5,256,4000,Dec-19
852,Reno2 Z 8/128GB Black,0,974,8450,8120,8999,20,6.5,128,4000,Dec-19
853,Reno4 Z 5G 8/128GB Black,0,349,10974,10750,11369,9,6.57,128,4000,Oct-20
854,Rover Tank T3 KUH Black,7,698,1382,1381,1383,2,2.4,0,15800,Jun-20
